"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"TFYR of Macedonia","2023","Fruit, edible; strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter","Import","227302.569","143132","Weight in kilograms","143132"
"TFYR of Macedonia","2023","Fruit, edible; raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter","Export","338475.84","212981","Weight in kilograms","212981"
"TFYR of Macedonia","2023","Fruit, edible; raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter","Import","200260.144","92494","Weight in kilograms","92494"
"TFYR of Macedonia","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter","Export","3274149.753","2348278","Weight in kilograms","2348278"
"TFYR of Macedonia","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter","Import","411240.631","163173","Weight in kilograms","163173"
"TFYR of Macedonia","2023","Fruit, edible; apricots, dried","Export","27151.633","6628","Weight in kilograms","6628"
"TFYR of Macedonia","2023","Fruit, edible; apricots, dried","Import","131221.101","38106","Weight in kilograms","38106"
"TFYR of Macedonia","2023","Fruit, edible; prunes, dried","Export","44529.635","12001","Weight in kilograms","12001"
"TFYR of Macedonia","2023","Fruit, edible; prunes, dried","Import","677564.027","193497","Weight in kilograms","193497"
"TFYR of Macedonia","2023","Fruit, edible; apples, dried","Export","9533.02","2116","Weight in kilograms","2116"
"TFYR of Macedonia","2023","Fruit, edible; apples, dried","Import","61874.35","13584","Weight in kilograms","13584"
"TFYR of Macedonia","2023","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","Export","507843.161","151321","Weight in kilograms","151321"
"TFYR of Macedonia","2023","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","Import","488383.595","84985","Weight in kilograms","84985"
"TFYR of Macedonia","2023","Nuts, edible; mixtures of nuts or dried fruits of chapter 08","Export","20398.582","1697","Weight in kilograms","1697"
"TFYR of Macedonia","2023","Nuts, edible; mixtures of nuts or dried fruits of chapter 08","Import","3942.113","427","Weight in kilograms","427"
"TFYR of Macedonia","2023","Peel; of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water and other preservative solutions","Import","1537.032","60","Weight in kilograms","60"
"Thailand","2023","Nuts, edible; coconuts, desiccated","Import","8329608.795","5311679.938","Weight in kilograms","5311679.938"
"Thailand","2023","Nuts, edible; coconuts, desiccated","Export","614034.153","753815.381","Weight in kilograms","753815.381"
"Thailand","2023","Nuts, edible; coconuts, in the inner shell (endocarp)","Import","37763.259","25108","Weight in kilograms","25108"
"Thailand","2023","Nuts, edible; coconuts, in the inner shell (endocarp)","Export","152491302.462","208317536","Weight in kilograms","208317536"
"Thailand","2023","Nuts, edible; coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp)","Export","300547471.275","444119372.505","Weight in kilograms","444119372.505"
"Thailand","2023","Nuts, edible; coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp)","Import","32834633.523","129798752.219","Weight in kilograms","129798752.219"
"Thailand","2023","Nuts, edible; coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp)","Re-Export","7424.988","27500","Weight in kilograms","27500"
"Thailand","2023","Nuts, edible; brazil nuts, fresh or dried, in shell","Export","13668.68","31652","Weight in kilograms","31652"
"Thailand","2023","Nuts, edible; brazil nuts, fresh or dried, shelled","Export","453863.279","370072","Weight in kilograms","370072"
"Thailand","2023","Nuts, edible; brazil nuts, fresh or dried, shelled","Import","183211.062","33831","Weight in kilograms","33831"
"Thailand","2023","Nuts, edible; cashew nuts, fresh or dried, in shell","Import","43954.244","39631","Weight in kilograms","39631"
"Thailand","2023","Nuts, edible; cashew nuts, fresh or dried, in shell","Export","3074122.373","3603082","Weight in kilograms","3603082"
"Thailand","2023","Nuts, edible; cashew nuts, fresh or dried, shelled","Import","73625304.45","14219857.983","Weight in kilograms","14219857.983"
"Thailand","2023","Nuts, edible; cashew nuts, fresh or dried, shelled","Export","10999667.278","1208740","Weight in kilograms","1208740"
"Thailand","2023","Nuts, edible; cashew nuts, fresh or dried, shelled","Re-Export","37360.011","16000","Weight in kilograms","16000"
"Thailand","2023","Nuts, edible; almonds, fresh or dried, in shell","Export","383853.796","84781","Weight in kilograms","84781"
"Thailand","2023","Nuts, edible; almonds, fresh or dried, in shell","Import","2209152.605","1174354","Weight in kilograms","1174354"
"Thailand","2023","Nuts, edible; almonds, fresh or dried, shelled","Re-Export","77906.728","17441","Weight in kilograms","17441"
"Thailand","2023","Nuts, edible; almonds, fresh or dried, shelled","Import","30796853.32","6703900.361","Weight in kilograms","6703900.361"
"Thailand","2023","Nuts, edible; almonds, fresh or dried, shelled","Export","716649.766","125303.308","Weight in kilograms","125303.308"
"Thailand","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, in shell","Import","4004331.571","3100180","Weight in kilograms","3100180"
"Thailand","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, in shell","Export","167696.427","99780","Weight in kilograms","99780"
"Thailand","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled","Export","30026.584","2473","Weight in kilograms","2473"
"Thailand","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled","Import","442670.577","63652","Weight in kilograms","63652"
"Thailand","2023","Nuts, edible; walnuts, fresh or dried, in shell","Import","177868.021","74280","Weight in kilograms","74280"
"Thailand","2023","Nuts, edible; walnuts, fresh or dried, shelled","Export","941.474","188","Weight in kilograms","188"
"Thailand","2023","Nuts, edible; walnuts, fresh or dried, shelled","Import","1467385.374","296072.194","Weight in kilograms","296072.194"
"Thailand","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, in shell","Import","19094734.022","7233421","Weight in kilograms","7233421"
"Thailand","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, in shell","Export","4714.207","986","Weight in kilograms","986"
"Thailand","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, shelled","Export","23744.463","3265.242","Weight in kilograms","3265.242"
"Thailand","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, shelled","Import","42725.696","8753","Weight in kilograms","8753"
"Thailand","2023","Nuts, edible; pistachios, fresh or dried, in shell","Export","570.94","47","Weight in kilograms","47"
"Thailand","2023","Nuts, edible; pistachios, fresh or dried, in shell","Import","17048904.504","3391449","Weight in kilograms","3391449"
"Thailand","2023","Nuts, edible; pistachios, fresh or dried, shelled","Export","112197.203","6296","Weight in kilograms","6296"
"Thailand","2023","Nuts, edible; pistachios, fresh or dried, shelled","Import","2080917.187","125112.027","Weight in kilograms","125112.027"
"Thailand","2023","Nuts, edible; macadamia, fresh or dried, in shell","Import","239962.806","242887","Weight in kilograms","242887"
"Thailand","2023","Nuts, edible; macadamia, fresh or dried, in shell","Export","7800.002","1000","Weight in kilograms","1000"
"Thailand","2023","Nuts, edible; macadamia, fresh or dried, shelled","Import","6051027.485","432510","Weight in kilograms","432510"
"Thailand","2023","Nuts, edible; macadamia, fresh or dried, shelled","Export","367659.976","21741","Weight in kilograms","21741"
"Thailand","2023","Nuts, edible; areca nuts, fresh or dried, whether or not shelled or peeled","Export","30098773.01","28151667.538","Weight in kilograms","28151667.538"
"Thailand","2023","Nuts, edible; areca nuts, fresh or dried, whether or not shelled or peeled","Import","962974.563","1163540","Weight in kilograms","1163540"
"Thailand","2023","Nuts, edible; areca nuts, fresh or dried, whether or not shelled or peeled","Re-Export","145799.995","324000","Weight in kilograms","324000"
"Thailand","2023","Nuts, edible; pine nuts, fresh or dried, in shell","Export","25971.808","23620","Weight in kilograms","23620"
"Thailand","2023","Nuts, edible; pine nuts, fresh or dried, in shell","Import","2595.913","3300","Weight in kilograms","3300"
"Thailand","2023","Nuts, edible; pine nuts, fresh or dried, shelled","Export","192.048","38","Weight in kilograms","38"
"Thailand","2023","Nuts, edible; pine nuts, fresh or dried, shelled","Import","96620.551","4115","Weight in kilograms","4115"
"Thailand","2023","Nuts, edible; n.e.c. in heading 0801 and 0802, fresh or dried, whether or not shelled or peeled","Export","748213.274","699490","Weight in kilograms","699490"
"Thailand","2023","Nuts, edible; n.e.c. in heading 0801 and 0802, fresh or dried, whether or not shelled or peeled","Import","8315398.677","4481036","Weight in kilograms","4481036"
"Thailand","2023","Fruit, edible; plantains, fresh or dried","Export","233758.568","58665.636","Weight in kilograms","58665.636"
"Thailand","2023","Fruit, edible; plantains, fresh or dried","Import","13.258","1","Weight in kilograms","1"
"Thailand","2023","Fruit, edible; bananas, other than plantains, fresh or dried","Export","9685569.321","8897625.119","Weight in kilograms","8897625.119"
"Thailand","2023","Fruit, edible; bananas, other than plantains, fresh or dried","Import","9090684.757","34914505","Weight in kilograms","34914505"
"Thailand","2023","Fruit, edible; dates, fresh or dried","Import","2204814.23","1241381.969","Weight in kilograms","1241381.969"
"Thailand","2023","Fruit, edible; dates, fresh or dried","Export","131466.386","28695","Weight in kilograms","28695"
"Thailand","2023","Fruit, edible; figs, fresh or dried","Export","4662.801","382","Weight in kilograms","382"
"Thailand","2023","Fruit, edible; figs, fresh or dried","Import","525956.897","307383","Weight in kilograms","307383"
"Thailand","2023","Fruit, edible; pineapples, fresh or dried","Export","30832741.011","37851037","Weight in kilograms","37851037"
"Thailand","2023","Fruit, edible; pineapples, fresh or dried","Import","38.69","3.013","Weight in kilograms","3.013"
"Thailand","2023","Fruit, edible; avocados, fresh or dried","Export","62546.031","46638","Weight in kilograms","46638"
"Thailand","2023","Fruit, edible; avocados, fresh or dried","Import","6766302.28","1461330","Weight in kilograms","1461330"
"Thailand","2023","Fruit, edible; guavas, mangoes and mangosteens, fresh or dried","Import","7765713.437","35096091.705","Weight in kilograms","35096091.705"
"Thailand","2023","Fruit, edible; guavas, mangoes and mangosteens, fresh or dried","Export","642131210.766","377351719.571","Weight in kilograms","377351719.571"
"Thailand","2023","Fruit, edible; oranges, fresh or dried","Export","2274932.118","2940607","Weight in kilograms","2940607"
"Thailand","2023","Fruit, edible; oranges, fresh or dried","Import","7921591.112","7479898","Weight in kilograms","7479898"
"Thailand","2023","Fruit, edible; oranges, fresh or dried","Re-Export","109700.258","61740","Weight in kilograms","61740"
"Thailand","2023","Fruit, edible; mandarins (including tangerines and satsumas), fresh or dried","Import","97287168.757","71305239","Weight in kilograms","71305239"
"Thailand","2023","Fruit, edible; mandarins (including tangerines and satsumas), fresh or dried","Re-Export","40684.248","21780","Weight in kilograms","21780"
"Thailand","2023","Fruit, edible; mandarins (including tangerines and satsumas), fresh or dried","Export","2344043.953","2816144","Weight in kilograms","2816144"
"Thailand","2023","Fruit, edible; tangelos, wilkings and similar citrus hybrid, fresh or dried","Import","93755.252","80907","Weight in kilograms","80907"
"Thailand","2023","Fruit, edible; tangelos, wilkings and similar citrus hybrid, fresh or dried","Export","624564.73","575111","Weight in kilograms","575111"
"Thailand","2023","Fruit, edible; grapefruit and pomelos, fresh or dried","Import","6813.426","1856","Weight in kilograms","1856"
"Thailand","2023","Fruit, edible; grapefruit and pomelos, fresh or dried","Export","34977580.295","25296394","Weight in kilograms","25296394"
"Thailand","2023","Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia, Citrus latifolia), fresh or dried","Export","5252484.917","4793268","Weight in kilograms","4793268"
"Thailand","2023","Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia, Citrus latifolia), fresh or dried","Re-Export","21055.99","26320","Weight in kilograms","26320"
